"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Weight_old","Item_Visibility_upd"
"2294","FDR45",10.8,"LF",0.029,"Snack_Foods",238.6222,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",8604.7992,10.8,0.029
"2295","DRJ23",18.35,"LF",0.0697,"Hard_Drinks",190.2872,"OUT010",1998,"Small","Tier_3","Grocery_Store",378.1744,18.35,0.0697
"2296","FDQ26",13.5,"Regular",0.0681,"Dairy",58.6562,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",711.0744,13.5,0.0681
"2297","NCA06",20.5,"LF",0.1441,"Household",34.819,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1061.951,20.5,0.1441
"2298","FDT24",12.35,"Regular",0.1866,"Baking_Goods",78.6328,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1004.0264,12.35,0.1866
"2299","DRG27",8.895,"LF",0.1053,"Dairy",39.1138,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",609.207,8.895,0.1053
"2300","FDR02",16.7,"LF",0.0221,"Dairy",110.8886,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3558.0352,16.7,0.0221
"2301","DRG37",16.2,"LF",0.0194,"Soft_Drinks",155.8972,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2025.3636,16.2,0.0194
"2302","FDJ07",7.26,"LF",0.0145,"Meat",118.115,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1864.24,7.26,0.0145
"2303","FDP32",6.65,"LF",0.0878,"Fruits_and_Vegetables",126.7678,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1907.517,6.65,0.0878
"2304","FDV59",13.35,"LF",0.048,"Breads",218.9166,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",5660.6316,13.35,0.048
"2305","FDP60",17.35,"LF",0.0559,"Baking_Goods",99.8016,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",607.2096,17.35,0.0559
"2306","FDE32",20.7,"LF",0.0485,"Fruits_and_Vegetables",39.6506,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1024.6662,NA,0.0485
"2307","FDK26",5.46,"Regular",0.0324,"Canned",187.424,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3169.208,5.46,0.0324
"2308","FDW28",18.25,"LF",0.0888,"Frozen_Foods",197.3452,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2740.4328,18.25,0.0888
"2309","FDP56",8.185,"LF",0.0466,"Fruits_and_Vegetables",47.7692,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",640.4996,8.185,0.0466
"2310","FDT25",7.5,"LF",0.0508,"Canned",122.2072,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1960.1152,7.5,0.0508
"2311","FDQ12",12.65,"LF",0.0354,"Baking_Goods",230.601,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2067.309,12.65,0.0354
"2312","FDR60",14.3,"LF",0.1304,"Baking_Goods",77.2328,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",231.6984,14.3,0.1304
"2313","FDZ10",17.85,"LF",0.0744,"Snack_Foods",128.002,"OUT010",1998,"Small","Tier_3","Grocery_Store",253.004,17.85,0.0744
"2314","FDM13",6.425,"LF",0.1057,"Breakfast",130.5626,"OUT010",1998,"Small","Tier_3","Grocery_Store",131.1626,6.425,0.1057
"2315","FDF26",6.825,"Regular",0.0467,"Canned",153.4998,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2153.1972,6.825,0.0467
"2316","FDN02",16.5,"LF",0.0735,"Canned",205.3638,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",5383.6588,NA,0.0735
"2317","NCI30",20.25,"LF",0.0589,"Household",245.546,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1724.422,20.25,0.0589
"2318","NCJ31",19.2,"LF",0.1829,"Others",243.0196,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3615.294,19.2,0.1829
"2319","NCQ54",17.7,"LF",0.021,"Household",166.8474,"OUT010",1998,"Small","Tier_3","Grocery_Store",168.4474,17.7,0.021
"2320","FDB02",9.695,"Regular",0.0292,"Canned",175.437,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2999.429,9.695,0.0292
"2321","FDC02",21.35,"LF",0.0685,"Canned",259.3278,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4165.2448,NA,0.0685
"2322","FDA11",7.75,"LF",0.0433,"Baking_Goods",95.6436,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1134.5232,7.75,0.0433
"2323","DRI23",18.85,"LF",0.1365,"Hard_Drinks",159.6578,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2888.2404,NA,0.1365
"2324","FDE04",19.75,"Regular",0.0181,"Frozen_Foods",179.866,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2696.49,19.75,0.0181
"2325","FDW38",5.325,"Regular",0.2321,"Dairy",55.5298,"OUT010",1998,"Small","Tier_3","Grocery_Store",53.9298,5.325,0.2321
"2326","FDG46",8.63,"Regular",0.0576,"Snack_Foods",115.4518,"OUT019",1985,"Small","Tier_1","Grocery_Store",113.8518,NA,0.0576
"2327","NCJ05",18.7,"LF",0.0459,"Health_and_Hygiene",152.3682,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2287.023,NA,0.0459
"2328","FDU01",20.25,"Regular",0.021,"Canned",185.1924,"OUT019",1985,"Small","Tier_1","Grocery_Store",555.2772,NA,0.021
"2329","FDY11",6.71,"Regular",0.0297,"Baking_Goods",66.6142,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1120.5414,6.71,0.0297
"2330","FDX60",14.35,"LF",0.0805,"Baking_Goods",79.296,"OUT013",1987,"High","Tier_3","Supermarket_Type1",719.064,14.35,0.0805
"2331","NCN29",15.2,"LF",20.25,"Health_and_Hygiene",47.8034,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",437.4306,15.2,0
"2332","FDT07",5.82,"Regular",20.25,"Fruits_and_Vegetables",256.633,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2050.664,5.82,0
"2333","FDI21",5.59,"Regular",0.0568,"Snack_Foods",61.9168,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1214.4192,5.59,0.0568
"2334","FDI41",18.5,"Regular",0.0623,"Frozen_Foods",148.0418,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2059.9852,18.5,0.0623
"2335","FDE10",6.67,"Regular",0.0895,"Snack_Foods",133.1626,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3672.5528,NA,0.0895
"2336","FDQ28",14,"Regular",0.0604,"Frozen_Foods",153.5656,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",3089.312,14,0.0604
"2337","FDY32",7.605,"LF",0.2163,"Fruits_and_Vegetables",165.021,"OUT010",1998,"Small","Tier_3","Grocery_Store",815.605,7.605,0.2163
"2338","NCK05",20.1,"LF",0.1356,"Health_and_Hygiene",61.1536,"OUT019",1985,"Small","Tier_1","Grocery_Store",61.2536,NA,0.1356
"2339","FDH12",9.6,"LF",0.0851,"Baking_Goods",107.128,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1278.336,9.6,0.0851
"2340","FDJ27",17.7,"Regular",0.1226,"Meat",103.8674,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1528.011,17.7,0.1226
"2341","DRL35",15.7,"LF",20.25,"Hard_Drinks",43.377,"OUT010",1998,"Small","Tier_3","Grocery_Store",129.831,15.7,0
"2342","NCY29",13.65,"LF",0.0777,"Health_and_Hygiene",55.093,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1301.639,13.65,0.0777
"2343","FDC21",14.6,"Regular",0.0432,"Fruits_and_Vegetables",110.1254,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1844.9318,14.6,0.0432
"2344","FDM33",15.6,"LF",0.0882,"Snack_Foods",220.1798,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",5068.7354,15.6,0.0882
"2345","DRJ39",20.25,"LF",0.0363,"Dairy",217.5482,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1095.241,20.25,0.0363
"2346","FDB22",8.02,"LF",0.1865,"Snack_Foods",151.9998,"OUT010",1998,"Small","Tier_3","Grocery_Store",307.5996,8.02,0.1865
"2347","FDC32",18.35,"LF",0.099,"Fruits_and_Vegetables",93.8462,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1295.6468,18.35,0.099
"2348","FDD02",16.6,"LF",20.25,"Canned",118.8124,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2607.2728,16.6,0
"2349","FDL28",10,"Regular",0.0632,"Frozen_Foods",228.6668,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3455.502,10,0.0632
"2350","FDL39",16.1,"Regular",0.0634,"Dairy",179.4318,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2345.6134,16.1,0.0634
"2351","FDV37",13,"Regular",0.1398,"Canned",196.2426,"OUT010",1998,"Small","Tier_3","Grocery_Store",197.7426,13,0.1398
"2352","FDA28",16.1,"Regular",0.0481,"Frozen_Foods",126.5362,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1761.7068,16.1,0.0481
"2353","FDL04",19,"LF",0.1121,"Frozen_Foods",105.5622,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1905.5196,19,0.1121
"2354","FDR10",17.6,"LF",0.01,"Snack_Foods",163.5552,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3086.6488,17.6,0.01
"2355","FDA39",6.32,"LF",0.0128,"Meat",39.1822,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1060.6194,6.32,0.0128
"2356","FDR15",9.3,"Regular",0.0334,"Meat",153.1314,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",4653.942,9.3,0.0334
"2357","FDQ40",11.1,"Regular",0.0362,"Frozen_Foods",175.0712,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3339.6528,11.1,0.0362
"2358","DRG23",8.88,"LF",0.0864,"Hard_Drinks",151.2682,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2439.4912,NA,0.0864
"2359","FDU36",6.15,"LF",0.0462,"Baking_Goods",99.4384,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1379.5376,6.15,0.0462
"2360","FDF47",20.85,"LF",0.0976,"Starchy_Foods",223.9746,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",897.4984,20.85,0.0976
"2361","FDH14",17.1,"Regular",0.0468,"Canned",141.4838,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1404.838,17.1,0.0468
"2362","FDO45",13.15,"Regular",0.0381,"Snack_Foods",86.3856,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",615.1992,13.15,0.0381
"2363","FDK60",16.5,"Regular",0.0938,"Baking_Goods",95.7068,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1069.2748,16.5,0.0938
"2364","FDS43",11.65,"LF",0.0407,"Fruits_and_Vegetables",185.924,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",4101.328,11.65,0.0407
"2365","FDN44",13.15,"LF",0.0228,"Fruits_and_Vegetables",160.292,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",4793.76,13.15,0.0228
"2366","FDS34",19.35,"Regular",0.0769,"Snack_Foods",113.9518,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1138.518,19.35,0.0769
"2367","FDU20",19.35,"Regular",0.0215,"Fruits_and_Vegetables",122.2098,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2771.7254,19.35,0.0215
"2368","FDP44",16.5,"Regular",0.0796,"Fruits_and_Vegetables",101.4332,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1948.1308,16.5,0.0796
"2369","FDC02",21.35,"LF",0.0688,"Canned",258.5278,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",5206.556,21.35,0.0688
"2370","FDT56",16,"Regular",0.1156,"Fruits_and_Vegetables",57.5246,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",173.7738,16,0.1156
"2371","NCA06",20.5,"LF",0.1432,"Household",34.919,"OUT013",1987,"High","Tier_3","Supermarket_Type1",73.238,20.5,0.1432
"2372","FDE04",19.75,"Regular",0.018,"Frozen_Foods",180.466,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3415.554,19.75,0.018
"2373","NCX06",17.6,"LF",0.0158,"Household",179.1976,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3803.0496,17.6,0.0158
"2374","FDX49",4.615,"Regular",0.1024,"Canned",234.33,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3961.51,4.615,0.1024
"2375","DRM59",5.88,"LF",0.0036,"Hard_Drinks",154.1998,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1384.1982,5.88,0.0036
"2376","FDJ34",11.8,"Regular",0.0938,"Snack_Foods",126.0704,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1251.704,11.8,0.0938
"2377","FDP60",17.35,"LF",20.25,"Baking_Goods",101.9016,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1821.6288,17.35,0
"2378","FDI07",12.35,"Regular",0.0338,"Meat",196.9426,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",5141.3076,12.35,0.0338
"2379","FDV07",9.5,"LF",0.0311,"Fruits_and_Vegetables",111.0228,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3205.1612,NA,0.0311
"2380","FDH41",9,"LF",0.0822,"Frozen_Foods",214.1534,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1720.4272,9,0.0822
"2381","NCB31",6.235,"LF",0.1189,"Household",263.291,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3418.883,6.235,0.1189
"2382","FDW34",9.6,"LF",20.25,"Snack_Foods",244.817,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",4374.306,9.6,0
"2383","FDX45",16.75,"LF",0.1054,"Snack_Foods",156.163,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",782.315,16.75,0.1054
"2384","FDH14",17.1,"Regular",0.0469,"Canned",141.3838,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1685.8056,17.1,0.0469
"2385","FDF26",6.825,"Regular",0.0781,"Canned",154.5998,"OUT010",1998,"Small","Tier_3","Grocery_Store",153.7998,6.825,0.0781
"2386","FDU24",6.78,"Regular",0.141,"Baking_Goods",92.212,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",4101.328,6.78,0.141
"2387","FDX11",16,"Regular",0.1072,"Baking_Goods",181.9634,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",3453.5046,16,0.1072
"2388","FDF35",15,"LF",0.154,"Starchy_Foods",105.9938,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1179.1318,15,0.154
"2389","NCC43",7.39,"LF",0.0932,"Household",251.3066,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1004.0264,7.39,0.0932
"2390","FDG29",17.6,"LF",0.0563,"Frozen_Foods",42.5454,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",419.454,17.6,0.0563
"2391","FDS44",12.65,"Regular",0.156,"Fruits_and_Vegetables",239.6538,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",3845.6608,12.65,0.156
"2392","FDZ10",17.85,"LF",0.0445,"Snack_Foods",127.102,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2024.032,17.85,0.0445
"2393","FDC52",11.15,"Regular",0.0083,"Dairy",150.4708,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1956.1204,11.15,0.0083
"2394","DRL35",15.7,"LF",0.0307,"Hard_Drinks",42.877,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1168.479,15.7,0.0307
"2395","NCP55",14.65,"LF",20.25,"Others",56.4614,"OUT010",1998,"Small","Tier_3","Grocery_Store",55.2614,14.65,0
"2396","FDV38",19.25,"LF",0.1013,"Dairy",55.0956,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2020.0372,NA,0.1013
"2397","FDL44",18.25,"LF",0.0123,"Fruits_and_Vegetables",160.4894,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3073.9986,18.25,0.0123
"2398","FDZ47",20.7,"Regular",20.25,"Baking_Goods",98.7042,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1884.8798,20.7,0
"2399","FDT45",15.85,"LF",0.0573,"Snack_Foods",53.3956,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1364.89,15.85,0.0573
"2400","FDN23",6.575,"Regular",0.0756,"Breads",145.7444,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3193.1768,6.575,0.0756
"2401","NCP43",17.75,"LF",0.0306,"Others",177.866,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2336.958,17.75,0.0306
"2402","DRJ24",11.8,"LF",0.1984,"Soft_Drinks",185.2924,"OUT019",1985,"Small","Tier_1","Grocery_Store",370.1848,NA,0.1984
"2403","FDA02",14,"Regular",0.0296,"Dairy",143.5786,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3756.4436,NA,0.0296
"2404","FDH33",12.85,"LF",0.2131,"Snack_Foods",44.9428,"OUT019",1985,"Small","Tier_1","Grocery_Store",175.7712,NA,0.2131
"2405","FDF56",16.7,"Regular",0.1201,"Fruits_and_Vegetables",181.2976,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3078.6592,16.7,0.1201
"2406","NCN26",10.85,"LF",0.0287,"Household",115.1808,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2109.2544,10.85,0.0287
"2407","FDD22",10,"LF",0.0998,"Snack_Foods",113.7544,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3243.7776,10,0.0998
"2408","FDU15",13.65,"Regular",0.0445,"Meat",37.9532,"OUT010",1998,"Small","Tier_3","Grocery_Store",71.9064,13.65,0.0445
"2409","FDB41",19,"Regular",0.1629,"Frozen_Foods",46.8718,"OUT010",1998,"Small","Tier_3","Grocery_Store",189.0872,19,0.1629
"2410","FDZ35",9.6,"Regular",0.0224,"Breads",102.499,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2579.975,9.6,0.0224
"2411","FDT60",12,"LF",0.076,"Baking_Goods",124.1388,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1486.0656,12,0.076
"2412","FDE51",5.925,"Regular",0.0964,"Dairy",43.8086,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",312.2602,5.925,0.0964
"2413","NCQ06",13,"LF",0.0418,"Household",254.5014,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",4845.0266,13,0.0418
"2414","FDS28",8.18,"Regular",0.0829,"Frozen_Foods",58.5588,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",171.7764,8.18,0.0829
"2415","FDH32",12.8,"LF",0.0762,"Fruits_and_Vegetables",96.541,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1834.279,12.8,0.0762
"2416","FDW37",19.2,"LF",0.1243,"Canned",89.7488,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2082.6224,19.2,0.1243
"2417","FDY33",14.5,"Regular",0.0972,"Snack_Foods",159.4262,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2705.1454,14.5,0.0972
"2418","FDF17",5.19,"LF",0.0429,"Frozen_Foods",196.811,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3731.809,5.19,0.0429
"2419","FDG56",13.3,"Regular",0.0714,"Fruits_and_Vegetables",61.0536,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1592.5936,13.3,0.0714
"2420","NCB18",19.6,"LF",0.0413,"Household",88.8514,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2125.2336,19.6,0.0413
"2421","FDU14",17.75,"LF",0.0347,"Dairy",248.275,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",998.7,17.75,0.0347
"2422","FDU22",12.35,"LF",0.0934,"Snack_Foods",119.1124,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3673.8844,12.35,0.0934
"2423","NCV41",14.35,"LF",0.017,"Health_and_Hygiene",109.8228,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2099.9332,14.35,0.017
"2424","FDY52",6.365,"LF",0.0074,"Frozen_Foods",63.2536,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1225.072,6.365,0.0074
"2425","DRG48",5.78,"LF",0.0145,"Soft_Drinks",143.9102,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3062.0142,NA,0.0145
"2426","FDU01",20.25,"Regular",0.0119,"Canned",184.7924,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4442.2176,NA,0.0119
"2427","NCP53",14.75,"LF",0.0329,"Health_and_Hygiene",238.6906,"OUT013",1987,"High","Tier_3","Supermarket_Type1",4278.4308,14.75,0.0329
"2428","FDC17",12.15,"LF",0.0155,"Frozen_Foods",211.9928,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",631.1784,12.15,0.0155
"2429","NCZ30",6.59,"LF",0.0262,"Household",121.5098,"OUT013",1987,"High","Tier_3","Supermarket_Type1",602.549,6.59,0.0262
"2430","FDK03",12.6,"Regular",0.0739,"Dairy",255.6356,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2797.6916,12.6,0.0739
"2431","FDE08",18.2,"LF",0.0864,"Fruits_and_Vegetables",149.8734,"OUT019",1985,"Small","Tier_1","Grocery_Store",445.4202,NA,0.0864
"2432","NCM07",9.395,"LF",0.0398,"Others",83.9908,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2348.9424,NA,0.0398
"2433","FDY35",17.6,"Regular",0.016,"Breads",47.7402,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1975.4286,NA,0.016
"2434","FDS28",8.18,"Regular",0.082,"Frozen_Foods",59.2588,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1374.2112,NA,0.082
"2435","FDI56",7.325,"LF",0.0933,"Fruits_and_Vegetables",92.7146,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2006.7212,7.325,0.0933
"2436","FDR23",15.85,"LF",0.1432,"Breads",175.837,"OUT019",1985,"Small","Tier_1","Grocery_Store",352.874,NA,0.1432
"2437","FDF29",15.1,"Regular",0.02,"Frozen_Foods",130.531,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",908.817,15.1,0.02
"2438","FDA47",10.5,"Regular",0.1161,"Baking_Goods",164.121,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",6035.477,NA,0.1161
"2439","FDI10",8.51,"Regular",0.0783,"Snack_Foods",172.9422,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1379.5376,8.51,0.0783
"2440","FDC45",17,"LF",0.2377,"Fruits_and_Vegetables",170.2106,"OUT019",1985,"Small","Tier_1","Grocery_Store",171.1106,NA,0.2377
"2441","FDA27",20.35,"Regular",0.0311,"Dairy",257.2672,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2045.3376,20.35,0.0311
"2442","NCR41",17.85,"LF",0.0181,"Health_and_Hygiene",96.9094,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1332.9316,17.85,0.0181
"2443","FDR09",18.25,"LF",0.078,"Snack_Foods",258.4962,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2848.9582,18.25,0.078
"2444","NCB06",17.6,"LF",0.0823,"Health_and_Hygiene",160.492,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1278.336,17.6,0.0823
"2445","FDE53",10.895,"LF",0.0269,"Frozen_Foods",106.428,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1491.392,10.895,0.0269
"2446","DRE27",11.85,"LF",0.2221,"Dairy",99.6726,"OUT010",1998,"Small","Tier_3","Grocery_Store",195.7452,11.85,0.2221
"2447","NCA06",20.5,"LF",0.1426,"Household",35.919,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",585.904,NA,0.1426
"2448","FDL56",14.1,"LF",0.1263,"Fruits_and_Vegetables",88.6198,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1133.8574,14.1,0.1263
"2449","FDT09",15.15,"Regular",0.0123,"Snack_Foods",131.7284,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1186.4556,15.15,0.0123
"2450","DRH03",17.25,"LF",0.0587,"Dairy",91.612,"OUT010",1998,"Small","Tier_3","Grocery_Store",93.212,17.25,0.0587
"2451","NCQ53",17.6,"LF",0.019,"Health_and_Hygiene",237.059,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2836.308,17.6,0.019
"2452","NCT18",14.6,"LF",0.0594,"Household",179.6976,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",3621.952,14.6,0.0594
"2453","FDL43",10.1,"LF",0.0271,"Meat",76.467,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1761.041,10.1,0.0271
"2454","FDJ53",10.5,"LF",0.0712,"Frozen_Foods",119.2098,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1325.6078,10.5,0.0712
"2455","NCQ02",12.6,"LF",0.0075,"Household",186.9556,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3942.8676,12.6,0.0075
"2456","NCJ05",18.7,"LF",0.0461,"Health_and_Hygiene",153.6682,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",3506.7686,18.7,0.0461
"2457","FDT40",5.985,"LF",0.0962,"Frozen_Foods",127.1678,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",3560.6984,5.985,0.0962
"2458","FDA48",12.1,"LF",0.1149,"Baking_Goods",221.4114,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",5099.3622,12.1,0.1149
"2459","FDV37",13,"Regular",0.0836,"Canned",196.0426,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2570.6538,13,0.0836
"2460","FDX07",19.2,"Regular",0.023,"Fruits_and_Vegetables",181.695,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2563.33,19.2,0.023
"2461","DRG48",5.78,"LF",0.0146,"Soft_Drinks",146.3102,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2187.153,5.78,0.0146
"2462","FDF44",7.17,"Regular",0.0597,"Fruits_and_Vegetables",130.9968,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2348.9424,7.17,0.0597
"2463","FDS24",20.85,"Regular",0.0622,"Baking_Goods",88.1514,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1682.4766,20.85,0.0622
"2464","NCQ50",18.75,"LF",0.0344,"Household",215.7218,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",4274.436,18.75,0.0344
"2465","FDT25",7.5,"LF",0.0507,"Canned",123.4072,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3185.1872,7.5,0.0507
"2466","FDO03",10.395,"Regular",0.037,"Meat",230.5352,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",4580.704,10.395,0.037
"2467","FDJ55",12.8,"Regular",0.0235,"Meat",223.5404,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1800.3232,12.8,0.0235
"2468","FDM36",11.65,"Regular",0.0587,"Baking_Goods",170.4422,"OUT013",1987,"High","Tier_3","Supermarket_Type1",517.3266,11.65,0.0587
"2469","FDM21",20.2,"LF",0.0647,"Snack_Foods",258.0646,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",5668.6212,20.2,0.0647
